프로빈스 번호,인게임 코드,한국어 명칭,영문 명칭,RGB,백작령,백작령 코드,백작령 색상,공작령,공작령 코드,공작령 색상,공작령 수도,왕국령,왕국령 코드,왕국령 색상,왕국령 수도,제국령,제국령 코드,제국령 색상,제국령 수도,문화,종교,홀딩,지형,특이사항,end,
3029,b_3029,,,"171,141,142",,c_liaoyang,"171,141,142",,d_liaoyang,"171,141,142",c_liaoyang,,k_liaoyang,"171,141,142",c_liaoyang,,,,,liaoshen,zhengyi,castle_holding,,,end,
3030,b_3030,,,"45,147,143",,c_liuelbao,"45,147,143",,d_liaoyang,"171,141,142",c_liaoyang,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,church_holding,,,end,
3031,b_3031,,,"45,147,143",,c_liuelbao,"45,147,143",,d_liaoyang,"171,141,142",c_liaoyang,,k_liaoyang,"171,141,142",c_liaoyang,,,,,liaoshen,xiism,castle_holding,,,end,
3032,b_3032,,,"45,147,143",,c_liuelbao,"45,147,143",,d_liaoyang,"171,141,142",c_liaoyang,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3033,b_3033,,,"45,147,143",,c_liuelbao,"45,147,143",,d_liaoyang,"171,141,142",c_liaoyang,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3034,b_3034,,,"3,159,145",,c_xihu,"3,159,145",,d_benxi,"45,162,18",c_benxi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3035,b_3035,,,"3,159,145",,c_xihu,"3,159,145",,d_benxi,"45,162,18",c_benxi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,liaoshen,xiism,castle_holding,,,end,
3036,b_3036,,,"45,162,18",,c_benxi,"45,162,18",,d_benxi,"45,162,18",c_benxi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,liaoshen,xiism,castle_holding,,,end,
3037,b_3037,,,"45,162,18",,c_benxi,"45,162,18",,d_benxi,"45,162,18",c_benxi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,church_holding,,,end,
3038,b_3038,,,"129,168,19",,c_nanfen,"129,168,19",,d_benxi,"45,162,18",c_benxi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,chaoxian,mu_pagan,tribal_holding,,,end,
3039,b_3039,,,"129,168,19",,c_nanfen,"129,168,19",,d_benxi,"45,162,18",c_benxi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3040,b_3040,,,"171,201,152",,c_nandian,"171,201,152",,d_xiaoshi,"87,195,151",c_xiaoshi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3041,b_3041,,,"171,201,152",,c_nandian,"171,201,152",,d_xiaoshi,"87,195,151",c_xiaoshi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3042,b_3042,,,"129,168,19",,c_nanfen,"129,168,19",,d_benxi,"45,162,18",c_benxi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3043,b_3043,,,"129,183,149",,c_mingsan,"129,183,149",,d_benxi,"45,162,18",c_benxi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,chaoxian,cheondo,castle_holding,,,end,
3044,b_3044,,,"129,183,149",,c_mingsan,"129,183,149",,d_benxi,"45,162,18",c_benxi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3045,b_3045,,,"3,159,145",,c_xihu,"3,159,145",,d_benxi,"45,162,18",c_benxi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3046,b_3046,,,"87,195,151",,c_xiaoshi,"87,195,151",,d_xiaoshi,"87,195,151",c_xiaoshi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3047,b_3047,,,"87,195,151",,c_xiaoshi,"87,195,151",,d_xiaoshi,"87,195,151",c_xiaoshi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,mukden,aisin_gioro,tribal_holding,,,end,
3048,b_3048,,,"171,201,152",,c_nandian,"171,201,152",,d_xiaoshi,"87,195,151",c_xiaoshi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3049,b_3049,,,"171,201,152",,c_nandian,"171,201,152",,d_xiaoshi,"87,195,151",c_xiaoshi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,chaoxian,cheondo,tribal_holding,,,end,
3050,b_3050,,,"45,207,153",,c_jianchang,"45,207,153",,d_xiaoshi,"87,195,151",c_xiaoshi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3051,b_3051,,,"45,207,153",,c_jianchang,"45,207,153",,d_xiaoshi,"87,195,151",c_xiaoshi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,chaoxian,mu_pagan,tribal_holding,,,end,
3052,b_3052,,,"87,195,151",,c_xiaoshi,"87,195,151",,d_xiaoshi,"87,195,151",c_xiaoshi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3053,b_3053,,,"45,207,153",,c_jianchang,"45,207,153",,d_xiaoshi,"87,195,151",c_xiaoshi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3054,b_3054,,,"45,207,153",,c_jianchang,"45,207,153",,d_xiaoshi,"87,195,151",c_xiaoshi,,k_liaoyang,"171,141,142",c_liaoyang,,,,,,,none,,,end,
3055,b_3055,,,"129,30,159",,c_liaozhong,"129,30,159",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3056,b_3056,,,"129,30,159",,c_liaozhong,"129,30,159",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3057,b_3057,,,"129,30,159",,c_liaozhong,"129,30,159",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3058,b_3058,,,"171,18,157",,c_chingbo,"171,18,157",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3059,b_3059,,,"171,18,157",,c_chingbo,"171,18,157",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3060,b_3060,,,"171,18,157",,c_chingbo,"171,18,157",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3061,b_3061,,,"45,54,163",,c_dahongchi,"45,54,163",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3062,b_3062,,,"45,54,163",,c_dahongchi,"45,54,163",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3063,b_3063,,,"129,30,159",,c_liaozhong,"129,30,159",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3064,b_3064,,,"3,36,160",,c_singjongtai,"3,36,160",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3065,b_3065,,,"3,36,160",,c_singjongtai,"3,36,160",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3066,b_3066,,,"171,18,157",,c_chingbo,"171,18,157",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3067,b_3067,,,"45,54,163",,c_dahongchi,"45,54,163",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3068,b_3068,,,"3,51,35",,c_liangsan,"3,51,35",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3069,b_3069,,,"3,51,35",,c_liangsan,"3,51,35",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3070,b_3070,,,"3,51,35",,c_liangsan,"3,51,35",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3071,b_3071,,,"45,54,163",,c_dahongchi,"45,54,163",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3072,b_3072,,,"129,60,164",,c_gongjutun,"129,60,164",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3073,b_3073,,,"129,60,164",,c_gongjutun,"129,60,164",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3074,b_3074,,,"171,63,37",,c_sinmin,"171,63,37",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3075,b_3075,,,"45,54,163",,c_dahongchi,"45,54,163",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3076,b_3076,,,"171,18,157",,c_chingbo,"171,18,157",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3077,b_3077,,,"87,72,166",,c_damintun,"87,72,166",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3078,b_3078,,,"87,72,166",,c_damintun,"87,72,166",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3079,b_3079,,,"3,36,160",,c_singjongtai,"3,36,160",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3080,b_3080,,,"87,72,166",,c_damintun,"87,72,166",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3081,b_3081,,,"171,63,37",,c_sinmin,"171,63,37",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3082,b_3082,,,"129,60,164",,c_gongjutun,"129,60,164",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3083,b_3083,,,"171,63,37",,c_sinmin,"171,63,37",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3084,b_3084,,,"87,72,166",,c_damintun,"87,72,166",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3085,b_3085,,,"129,42,69",,c_tieshi,"129,42,69",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3086,b_3086,,,"3,36,160",,c_singjongtai,"3,36,160",,d_liaozhong,"129,30,159",c_liaozhong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3087,b_3087,,,"129,120,174",,c_sujiatun,"129,120,174",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3088,b_3088,,,"129,42,69",,c_tieshi,"129,42,69",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3089,b_3089,,,"129,42,69",,c_tieshi,"129,42,69",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3090,b_3090,,,"129,60,164",,c_gongjutun,"129,60,164",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3091,b_3091,,,"129,60,164",,c_gongjutun,"129,60,164",,d_sinmin,"171,63,37",c_sinmin,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3092,b_3092,,,"87,147,51",,c_shenbei,"87,147,51",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3093,b_3093,,,"129,120,174",,c_sujiatun,"129,120,174",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,liaoshen,zhengyi,castle_holding,,,end,
3094,b_3094,,,"129,120,174",,c_sujiatun,"129,120,174",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3095,b_3095,,,"87,39,196",,c_shenyang,"87,39,196",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3096,b_3096,,,"171,138,177",,c_qianxiangtun,"171,138,177",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3097,b_3097,,,"171,138,177",,c_qianxiangtun,"171,138,177",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3098,b_3098,,,"171,138,177",,c_qianxiangtun,"171,138,177",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3099,b_3099,,,"171,138,177",,c_qianxiangtun,"171,138,177",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,mukden,aisin_gioro,tribal_holding,,,end,
3100,b_3100,,,"87,39,196",,c_shenyang,"87,39,196",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3101,b_3101,,,"45,144,178",,c_hunnan,"45,144,178",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,castle_holding,,,end,
3102,b_3102,,,"87,147,51",,c_shenbei,"87,147,51",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3103,b_3103,,,"87,147,51",,c_shenbei,"87,147,51",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3104,b_3104,,,"87,39,196",,c_shenyang,"87,39,196",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3105,b_3105,,,"87,147,51",,c_shenbei,"87,147,51",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3106,b_3106,,,"171,138,177",,c_qianxiangtun,"171,138,177",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3107,b_3107,,,"87,147,51",,c_shenbei,"87,147,51",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3108,b_3108,,,"45,144,178",,c_hunnan,"45,144,178",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3109,b_3109,,,"87,177,56",,c_suncheong,"87,177,56",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3110,b_3110,,,"45,144,178",,c_hunnan,"45,144,178",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3111,b_3111,,,"87,177,56",,c_suncheong,"87,177,56",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3112,b_3112,,,"87,177,56",,c_suncheong,"87,177,56",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,chaoxian,mu_pagan,tribal_holding,,,end,
3113,b_3113,,,"171,183,57",,c_siwen,"171,183,57",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3114,b_3114,,,"171,183,57",,c_siwen,"171,183,57",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,mukden,aisin_gioro,tribal_holding,,,end,
3115,b_3115,,,"87,177,56",,c_suncheong,"87,177,56",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3116,b_3116,,,"87,207,61",,c_hadaji,"87,207,61",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3117,b_3117,,,"171,183,57",,c_siwen,"171,183,57",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3118,b_3118,,,"171,183,57",,c_siwen,"171,183,57",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3119,b_3119,,,"171,183,57",,c_houan,"171,198,187",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,mukden,aisin_gioro,tribal_holding,,,end,
3120,b_3120,,,"171,183,57",,c_houan,"171,198,187",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3121,b_3121,,,"171,183,57",,c_houan,"171,198,187",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3122,b_3122,,,"87,207,61",,c_hadaji,"87,207,61",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,chaoxian,mu_pagan,tribal_holding,,,end,
3123,b_3123,,,"87,207,61",,c_hadaji,"87,207,61",,d_suncheong,"87,177,56",c_suncheong,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3124,b_3124,,,"171,0,62",,c_aji,"171,0,62",,d_tieling,"87,24,66",c_tieling,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3125,b_3125,,,"171,0,62",,c_aji,"171,0,62",,d_tieling,"87,24,66",c_tieling,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3126,b_3126,,,"171,0,62",,c_aji,"171,0,62",,d_tieling,"87,24,66",c_tieling,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3127,b_3127,,,"129,12,64",,c_xiaobao,"129,12,64",,d_tieling,"87,24,66",c_tieling,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3128,b_3128,,,"129,12,64",,c_xiaobao,"129,12,64",,d_tieling,"87,24,66",c_tieling,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3129,b_3129,,,"3,18,65",,c_kaiyuan,"3,18,65",,d_tieling,"87,24,66",c_tieling,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3130,b_3130,,,"3,18,65",,c_kaiyuan,"3,18,65",,d_tieling,"87,24,66",c_tieling,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3131,b_3131,,,"87,24,66",,c_tieling,"87,24,66",,d_tieling,"87,24,66",c_tieling,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3132,b_3132,,,"87,24,66",,c_tieling,"87,24,66",,d_tieling,"87,24,66",c_tieling,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3133,b_3133,,,"87,24,66",,c_tieling,"87,24,66",,d_tieling,"87,24,66",c_tieling,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3134,b_3134,,,,,,,,,,,,,,,,,,,,,,,,end,
3135,b_3135,,,"3,33,195",,c_feidi,"3,33,195",,d_tieling,"87,24,66",c_tieling,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3136,b_3136,,,"3,33,195",,c_feidi,"3,33,195",,d_tieling,"87,24,66",c_tieling,,k_shen,"87,39,196",c_shenyang,,,,,,,none,,,end,
3137,b_3137,,,"87,39,196",,c_shenyang,"87,39,196",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,chaoxian,mu_pagan,castle_holding,,,end,
3138,b_3138,,,"129,42,69",,c_tieshi,"129,42,69",,d_shenyang,"87,39,196",c_shenyang,,k_shen,"87,39,196",c_shenyang,,,,,mukden,tibetan,tribal_holding,,,end,
3139,b_3139,,,"87,54,71",,c_songjiang,"87,54,71",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3140,b_3140,,,"171,60,72",,c_wanbao,"171,60,72",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3141,b_3141,,,"87,69,201",,c_hwaryong,"87,69,201",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3142,b_3142,,,"87,54,71",,c_songjiang,"87,54,71",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,chaoxian,holy_spirit,castle_holding,,,end,
3143,b_3143,,,"171,60,72",,c_wanbao,"171,60,72",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3144,b_3144,,,"171,60,72",,c_wanbao,"171,60,72",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,chaoxian,holy_spirit,castle_holding,,,end,
3145,b_3145,,,"3,78,75",,c_bajiaji,"3,78,75",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3146,b_3146,,,"87,99,206",,c_antu,"87,99,206",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3147,b_3147,,,"87,69,201",,c_hwaryong,"87,69,201",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,chaoxian,holy_spirit,castle_holding,,,end,
3148,b_3148,,,"87,69,201",,c_hwaryong,"87,69,201",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3149,b_3149,,,"87,69,201",,c_hwaryong,"87,69,201",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3150,b_3150,,,"3,78,75",,c_bajiaji,"3,78,75",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,chaoxian,holy_spirit,castle_holding,,,end,
3151,b_3151,,,"3,78,75",,c_bajiaji,"3,78,75",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3152,b_3152,,,"45,111,208",,c_jisin,"45,111,208",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3153,b_3153,,,"3,78,75",,c_bajiaji,"3,78,75",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3154,b_3154,,,"171,105,207",,c_chaoyang,"171,105,207",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3155,b_3155,,,"87,99,206",,c_antu,"87,99,206",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3156,b_3156,,,"87,99,206",,c_antu,"87,99,206",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3157,b_3157,,,"87,99,206",,c_antu,"87,99,206",,d_antu,"87,99,206",c_antu,,k_yanbian,"192,67,235",c_yanji,,,,,chaoxian,holy_spirit,castle_holding,,,end,
3158,b_3158,,,"192,67,235",,c_yanji,"192,67,235",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3159,b_3159,,,"171,105,207",,c_chaoyang,"171,105,207",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,chaoxian,holy_spirit,castle_holding,,,end,
3160,b_3160,,,"3,108,80",,c_longjing,"3,108,80",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,chaoxian,holy_spirit,castle_holding,,,end,
3161,b_3161,,,"45,111,208",,c_jisin,"45,111,208",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,chaoxian,holy_spirit,castle_holding,,,end,
3162,b_3162,,,"45,111,208",,c_jisin,"45,111,208",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3163,b_3163,,,"3,108,80",,c_longjing,"3,108,80",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3164,b_3164,,,"3,108,80",,c_longjing,"3,108,80",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3165,b_3165,,,"192,67,235",,c_yanji,"192,67,235",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3166,b_3166,,,"192,67,235",,c_yanji,"192,67,235",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,chaoxian,holy_spirit,castle_holding,,,end,
3167,b_3167,,,"3,108,80",,c_longjing,"3,108,80",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3168,b_3168,,,"3,138,85",,c_tumen,"3,138,85",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3169,b_3169,,,"3,138,85",,c_tumen,"3,138,85",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3170,b_3170,,,"3,138,85",,c_tumen,"3,138,85",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,chaoxian,holy_spirit,castle_holding,,,end,
3171,b_3171,,,"3,138,85",,c_tumen,"3,138,85",,d_yanji,"192,67,235",c_yanji,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3172,b_3172,,,"129,162,89",,c_wangching,"129,162,89",,d_hunchun,"171,180,92",c_hunchun,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3173,b_3173,,,"129,162,89",,c_wangching,"129,162,89",,d_hunchun,"171,180,92",c_hunchun,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3174,b_3174,,,"129,162,89",,c_wangching,"129,162,89",,d_hunchun,"171,180,92",c_hunchun,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3175,b_3175,,,"129,162,89",,c_wangching,"129,162,89",,d_hunchun,"171,180,92",c_hunchun,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3176,b_3176,,,"171,165,217",,c_tokosik,"171,165,217",,d_hunchun,"171,180,92",c_hunchun,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3177,b_3177,,,"171,165,217",,c_tokosik,"171,165,217",,d_hunchun,"171,180,92",c_hunchun,,k_yanbian,"192,67,235",c_yanji,,,,,,,none,,,end,
3178,b_3178,,,"129,162,89",,c_wangching,"129,162,89",,d_hunchun,"171,180,92",c_hunchun,,k_yanbian,"192,67,235",c_yanji,,,,,chaoxian,holy_spirit,castle_holding,,,end,
3179,b_3179,,,"171,165,217",,c_tokosik,"171,165,217",,d_hunchun,"171,180,92",c_hunchun,,k_yanbian,"192,67,235",c_yanji,,,,,chaoxian,holy_spirit,castle_holding,,,end,
